,date,country,couprisk,year,banking_crisis
0,1997-01-01,Angola,0.001705101,1997,crisis
1,1997-02-01,Angola,0.001758534,1997,crisis
2,1997-03-01,Angola,0.0016787529999999998,1997,crisis
3,1997-04-01,Angola,0.0017880160000000001,1997,crisis
4,1997-05-01,Angola,0.001973249,1997,crisis
5,1997-06-01,Angola,0.0019080570000000001,1997,crisis
6,1997-07-01,Angola,0.001895792,1997,crisis
7,1997-08-01,Angola,0.001941761,1997,crisis
8,1997-09-01,Angola,0.001920951,1997,crisis
9,1997-10-01,Angola,0.005621315,1997,crisis
10,1997-11-01,Angola,0.00219485,1997,crisis
11,1997-12-01,Angola,0.00205894,1997,crisis
12,1997-01-01,Algeria,0.0018224579999999999,1997,no_crisis
13,1997-02-01,Algeria,0.002001034,1997,no_crisis
14,1997-03-01,Algeria,0.0022573420000000003,1997,no_crisis
15,1997-04-01,Algeria,0.005640676,1997,no_crisis
16,1997-05-01,Algeria,0.002018905,1997,no_crisis
17,1997-06-01,Algeria,0.002540264,1997,no_crisis
18,1997-07-01,Algeria,0.002023433,1997,no_crisis
19,1997-08-01,Algeria,0.005905995,1997,no_crisis
20,1997-09-01,Algeria,0.0019194639999999998,1997,no_crisis
21,1997-10-01,Algeria,0.00190732,1997,no_crisis
22,1997-11-01,Algeria,0.001900253,1997,no_crisis
23,1997-12-01,Algeria,0.001974967,1997,no_crisis
24,1997-01-01,South Africa,0.0018373089999999999,1997,no_crisis
25,1997-02-01,South Africa,0.001906845,1997,no_crisis
26,1997-03-01,South Africa,0.001874384,1997,no_crisis
27,1997-04-01,South Africa,0.001926041,1997,no_crisis
28,1997-05-01,South Africa,0.0023757039999999997,1997,no_crisis
29,1997-06-01,South Africa,0.00225621,1997,no_crisis
30,1997-07-01,South Africa,0.0022174829999999997,1997,no_crisis
31,1997-08-01,South Africa,0.002313041,1997,no_crisis
32,1997-09-01,South Africa,0.002292497,1997,no_crisis
33,1997-10-01,South Africa,0.006877596,1997,no_crisis
34,1997-11-01,South Africa,0.002593625,1997,no_crisis
35,1997-12-01,South Africa,0.0023082610000000003,1997,no_crisis
36,1997-01-01,Zimbabwe,0.0033366740000000004,1997,crisis
37,1997-02-01,Zimbabwe,0.001065288,1997,crisis
38,1997-03-01,Zimbabwe,0.0010370989999999999,1997,crisis
39,1997-04-01,Zimbabwe,0.001098603,1997,crisis
40,1997-05-01,Zimbabwe,0.0012207610000000001,1997,crisis
41,1997-06-01,Zimbabwe,0.001193606,1997,crisis
42,1997-07-01,Zimbabwe,0.001197975,1997,crisis
43,1997-08-01,Zimbabwe,0.00123401,1997,crisis
44,1997-09-01,Zimbabwe,0.001224552,1997,crisis
45,1997-10-01,Zimbabwe,0.001298607,1997,crisis
46,1997-11-01,Zimbabwe,0.001403822,1997,crisis
47,1997-12-01,Zimbabwe,0.001349173,1997,crisis
48,1997-01-01,Nigeria,0.011800038,1997,crisis
49,1997-02-01,Nigeria,0.005806399,1997,crisis
50,1997-03-01,Nigeria,0.005437544,1997,crisis
51,1997-04-01,Nigeria,0.0063202430000000006,1997,crisis
52,1997-05-01,Nigeria,0.014731912,1997,crisis
53,1997-06-01,Nigeria,0.012695949,1997,crisis
54,1997-07-01,Nigeria,0.013009435,1997,crisis
55,1997-08-01,Nigeria,0.012413166000000002,1997,crisis
56,1997-09-01,Nigeria,0.012521806000000002,1997,crisis
57,1997-10-01,Nigeria,0.013243409,1997,crisis
58,1997-11-01,Nigeria,0.008116236,1997,crisis
59,1997-12-01,Nigeria,0.007091416,1997,crisis
60,1997-02-01,Ivory Coast,0.0015437889999999998,1997,no_crisis
61,1997-04-01,Ivory Coast,0.001568934,1997,no_crisis
62,1997-05-01,Ivory Coast,0.0017345560000000002,1997,no_crisis
63,1997-06-01,Ivory Coast,0.001658411,1997,no_crisis
64,1997-07-01,Ivory Coast,0.001663731,1997,no_crisis
65,1997-08-01,Ivory Coast,0.001724576,1997,no_crisis
66,1997-09-01,Ivory Coast,0.004722680999999999,1997,no_crisis
67,1997-10-01,Ivory Coast,0.0018179560000000001,1997,no_crisis
68,1997-11-01,Ivory Coast,0.001973636,1997,no_crisis
69,1997-12-01,Ivory Coast,0.001850404,1997,no_crisis
70,1997-01-01,Ivory Coast,0.001484905,1997,no_crisis
71,1997-03-01,Ivory Coast,0.0014863539999999998,1997,no_crisis
72,1997-02-01,Morocco,0.001671242,1997,no_crisis
73,1997-03-01,Morocco,0.0018875270000000002,1997,no_crisis
74,1997-04-01,Morocco,0.0016734060000000001,1997,no_crisis
75,1997-05-01,Morocco,0.0016782720000000002,1997,no_crisis
76,1997-06-01,Morocco,0.002103458,1997,no_crisis
77,1997-07-01,Morocco,0.001686576,1997,no_crisis
78,1997-08-01,Morocco,0.001827211,1997,no_crisis
79,1997-09-01,Morocco,0.0016114789999999999,1997,no_crisis
80,1997-10-01,Morocco,0.001609728,1997,no_crisis
81,1997-11-01,Morocco,0.001605775,1997,no_crisis
82,1997-12-01,Morocco,0.001691571,1997,no_crisis
83,1997-01-01,Morocco,0.001513338,1997,no_crisis
84,1997-02-01,Zambia,0.005681321,1997,crisis
85,1997-04-01,Zambia,0.005042047,1997,crisis
86,1997-05-01,Zambia,0.006186311999999999,1997,crisis
87,1997-06-01,Zambia,0.004733277,1997,crisis
88,1997-07-01,Zambia,0.0053457109999999995,1997,crisis
89,1997-08-01,Zambia,0.005831986999999999,1997,crisis
90,1997-09-01,Zambia,0.007049936999999999,1997,crisis
91,1997-11-01,Zambia,0.00840902,1997,crisis
92,1997-12-01,Zambia,0.007638294,1997,crisis
93,1997-01-01,Zambia,0.0011222489999999999,1997,crisis
94,1997-03-01,Zambia,0.001191805,1997,crisis
95,1997-10-01,Zambia,0.0015154970000000002,1997,crisis
96,1997-06-01,Kenya,0.0017052410000000001,1997,no_crisis
97,1997-07-01,Kenya,0.0017344910000000001,1997,no_crisis
98,1997-08-01,Kenya,0.0018461629999999998,1997,no_crisis
99,1997-09-01,Kenya,0.0019748170000000002,1997,no_crisis
100,1997-10-01,Kenya,0.005673939,1997,no_crisis
101,1997-11-01,Kenya,0.0030544,1997,no_crisis
102,1997-12-01,Kenya,0.007060429,1997,no_crisis
103,1997-01-01,Kenya,0.00126623,1997,no_crisis
104,1997-02-01,Kenya,0.001308729,1997,no_crisis
105,1997-03-01,Kenya,0.0012641710000000001,1997,no_crisis
106,1997-04-01,Kenya,0.0013637739999999999,1997,no_crisis
107,1997-05-01,Kenya,0.001512681,1997,no_crisis
108,1997-08-01,Tunisia,0.003361426,1997,no_crisis
109,1997-01-01,Tunisia,0.00087736,1997,no_crisis
110,1997-02-01,Tunisia,0.0009314330000000001,1997,no_crisis
111,1997-03-01,Tunisia,0.000972824,1997,no_crisis
112,1997-04-01,Tunisia,0.0009366489999999999,1997,no_crisis
113,1997-05-01,Tunisia,0.0009400039999999999,1997,no_crisis
114,1997-06-01,Tunisia,0.001060527,1997,no_crisis
115,1997-07-01,Tunisia,0.000940185,1997,no_crisis
116,1997-09-01,Tunisia,0.0009007939999999999,1997,no_crisis
117,1997-10-01,Tunisia,0.000891745,1997,no_crisis
118,1997-11-01,Tunisia,0.000886037,1997,no_crisis
119,1997-12-01,Tunisia,0.0008992739999999999,1997,no_crisis
120,1998-01-01,Angola,0.0028318659999999997,1998,crisis
121,1998-02-01,Angola,0.002956119,1998,crisis
122,1998-03-01,Angola,0.002884008,1998,crisis
123,1998-04-01,Angola,0.0030598920000000003,1998,crisis
124,1998-05-01,Angola,0.0027673240000000003,1998,crisis
125,1998-06-01,Angola,0.008245055,1998,crisis
126,1998-07-01,Angola,0.002993185,1998,crisis
127,1998-08-01,Angola,0.002916017,1998,crisis
128,1998-09-01,Angola,0.0029950470000000002,1998,crisis
129,1998-10-01,Angola,0.002931172,1998,crisis
130,1998-11-01,Angola,0.002825797,1998,crisis
131,1998-12-01,Angola,0.0028005770000000003,1998,crisis
132,1998-01-01,Egypt,0.0032088,1998,no_crisis
133,1998-02-01,Egypt,0.0009181489999999999,1998,no_crisis
134,1998-03-01,Egypt,0.000922057,1998,no_crisis
135,1998-04-01,Egypt,0.000925383,1998,no_crisis
136,1998-05-01,Egypt,0.000928595,1998,no_crisis
137,1998-06-01,Egypt,0.001071247,1998,no_crisis
138,1998-07-01,Egypt,0.000935043,1998,no_crisis
139,1998-08-01,Egypt,0.000875439,1998,no_crisis
140,1998-09-01,Egypt,0.00094137,1998,no_crisis
141,1998-10-01,Egypt,0.000944662,1998,no_crisis
142,1998-11-01,Egypt,0.0009515519999999999,1998,no_crisis
143,1998-12-01,Egypt,0.0009505760000000001,1998,no_crisis
144,1998-01-01,Algeria,0.001736823,1998,no_crisis
145,1998-02-01,Algeria,0.001665801,1998,no_crisis
146,1998-03-01,Algeria,0.0016633029999999999,1998,no_crisis
147,1998-04-01,Algeria,0.001657305,1998,no_crisis
148,1998-05-01,Algeria,0.001655464,1998,no_crisis
149,1998-06-01,Algeria,0.001828773,1998,no_crisis
150,1998-07-01,Algeria,0.0016478220000000002,1998,no_crisis
151,1998-08-01,Algeria,0.0046348809999999995,1998,no_crisis
152,1998-09-01,Algeria,0.001634605,1998,no_crisis
153,1998-10-01,Algeria,0.001929027,1998,no_crisis
154,1998-11-01,Algeria,0.00197753,1998,no_crisis
155,1998-12-01,Algeria,0.0020572679999999997,1998,no_crisis
156,1998-01-01,South Africa,0.002334058,1998,no_crisis
157,1998-02-01,South Africa,0.002411415,1998,no_crisis
158,1998-03-01,South Africa,0.0057287219999999995,1998,no_crisis
159,1998-04-01,South Africa,0.006364098,1998,no_crisis
160,1998-05-01,South Africa,0.002202621,1998,no_crisis
161,1998-06-01,South Africa,0.006037364,1998,no_crisis
162,1998-07-01,South Africa,0.002346246,1998,no_crisis
163,1998-08-01,South Africa,0.00576709,1998,no_crisis
164,1998-09-01,South Africa,0.002371479,1998,no_crisis
165,1998-10-01,South Africa,0.002354298,1998,no_crisis
166,1998-11-01,South Africa,0.005801056999999999,1998,no_crisis
167,1998-12-01,South Africa,0.002962713,1998,no_crisis
168,1998-01-01,Tunisia,0.002726514,1998,no_crisis
169,1998-06-01,Tunisia,0.002989007,1998,no_crisis
170,1998-08-01,Tunisia,0.0030952329999999998,1998,no_crisis
171,1998-11-01,Tunisia,0.003078746,1998,no_crisis
172,1998-02-01,Tunisia,0.000723252,1998,no_crisis
173,1998-03-01,Tunisia,0.0007224180000000001,1998,no_crisis
174,1998-04-01,Tunisia,0.000721481,1998,no_crisis
175,1998-05-01,Tunisia,0.0007206010000000001,1998,no_crisis
176,1998-07-01,Tunisia,0.000718691,1998,no_crisis
177,1998-09-01,Tunisia,0.000831339,1998,no_crisis
178,1998-10-01,Tunisia,0.0008514789999999999,1998,no_crisis
